table,column,data_type,nullable,description
legacy_data_table_0350,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0350 used for migration from legacy system department 11
legacy_data_table_0350,value_str,TEXT,YES,Column 6 of table legacy_data_table_0350 used for migration from legacy system department 11
legacy_data_table_0350,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0350 used for migration from legacy system department 11
legacy_data_table_0350,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0350 used for migration from legacy system department 11
legacy_data_table_0350,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0350 used for migration from legacy system department 11
legacy_data_table_0350,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0350 used for migration from legacy system department 11
legacy_data_table_0350,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0350 used for migration from legacy system department 11
legacy_data_table_0350,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0350 used for migration from legacy system department 11
legacy_data_table_0351,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0351 used for migration from legacy system department 12
legacy_data_table_0351,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0351 used for migration from legacy system department 12
legacy_data_table_0351,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0351 used for migration from legacy system department 12
legacy_data_table_0351,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0351 used for migration from legacy system department 12
legacy_data_table_0351,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0351 used for migration from legacy system department 12
legacy_data_table_0351,value_str,TEXT,YES,Column 6 of table legacy_data_table_0351 used for migration from legacy system department 12
legacy_data_table_0351,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0351 used for migration from legacy system department 12
legacy_data_table_0351,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0351 used for migration from legacy system department 12
legacy_data_table_0351,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0351 used for migration from legacy system department 12
legacy_data_table_0351,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0351 used for migration from legacy system department 12
legacy_data_table_0351,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0351 used for migration from legacy system department 12
legacy_data_table_0351,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0351 used for migration from legacy system department 12
legacy_data_table_0352,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0352 used for migration from legacy system department 13
legacy_data_table_0352,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0352 used for migration from legacy system department 13
legacy_data_table_0352,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0352 used for migration from legacy system department 13
legacy_data_table_0352,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0352 used for migration from legacy system department 13
legacy_data_table_0352,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0352 used for migration from legacy system department 13
legacy_data_table_0352,value_str,TEXT,YES,Column 6 of table legacy_data_table_0352 used for migration from legacy system department 13
legacy_data_table_0352,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0352 used for migration from legacy system department 13
legacy_data_table_0352,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0352 used for migration from legacy system department 13
legacy_data_table_0352,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0352 used for migration from legacy system department 13
legacy_data_table_0352,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0352 used for migration from legacy system department 13
legacy_data_table_0352,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0352 used for migration from legacy system department 13
legacy_data_table_0352,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0352 used for migration from legacy system department 13
legacy_data_table_0353,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0353 used for migration from legacy system department 14
legacy_data_table_0353,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0353 used for migration from legacy system department 14
legacy_data_table_0353,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0353 used for migration from legacy system department 14
legacy_data_table_0353,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0353 used for migration from legacy system department 14
legacy_data_table_0353,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0353 used for migration from legacy system department 14
legacy_data_table_0353,value_str,TEXT,YES,Column 6 of table legacy_data_table_0353 used for migration from legacy system department 14
legacy_data_table_0353,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0353 used for migration from legacy system department 14
legacy_data_table_0353,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0353 used for migration from legacy system department 14
legacy_data_table_0353,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0353 used for migration from legacy system department 14
legacy_data_table_0353,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0353 used for migration from legacy system department 14
legacy_data_table_0353,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0353 used for migration from legacy system department 14
legacy_data_table_0353,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0353 used for migration from legacy system department 14
legacy_data_table_0354,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0354 used for migration from legacy system department 15
legacy_data_table_0354,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0354 used for migration from legacy system department 15
legacy_data_table_0354,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0354 used for migration from legacy system department 15
legacy_data_table_0354,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0354 used for migration from legacy system department 15
legacy_data_table_0354,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0354 used for migration from legacy system department 15
legacy_data_table_0354,value_str,TEXT,YES,Column 6 of table legacy_data_table_0354 used for migration from legacy system department 15
legacy_data_table_0354,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0354 used for migration from legacy system department 15
legacy_data_table_0354,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0354 used for migration from legacy system department 15
legacy_data_table_0354,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0354 used for migration from legacy system department 15
legacy_data_table_0354,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0354 used for migration from legacy system department 15
legacy_data_table_0354,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0354 used for migration from legacy system department 15
legacy_data_table_0354,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0354 used for migration from legacy system department 15
legacy_data_table_0355,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0355 used for migration from legacy system department 16
legacy_data_table_0355,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0355 used for migration from legacy system department 16
legacy_data_table_0355,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0355 used for migration from legacy system department 16
legacy_data_table_0355,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0355 used for migration from legacy system department 16
legacy_data_table_0355,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0355 used for migration from legacy system department 16
legacy_data_table_0355,value_str,TEXT,YES,Column 6 of table legacy_data_table_0355 used for migration from legacy system department 16
legacy_data_table_0355,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0355 used for migration from legacy system department 16
legacy_data_table_0355,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0355 used for migration from legacy system department 16
legacy_data_table_0355,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0355 used for migration from legacy system department 16
legacy_data_table_0355,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0355 used for migration from legacy system department 16
legacy_data_table_0355,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0355 used for migration from legacy system department 16
legacy_data_table_0355,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0355 used for migration from legacy system department 16
legacy_data_table_0356,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0356 used for migration from legacy system department 17
legacy_data_table_0356,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0356 used for migration from legacy system department 17
legacy_data_table_0356,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0356 used for migration from legacy system department 17
legacy_data_table_0356,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0356 used for migration from legacy system department 17
legacy_data_table_0356,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0356 used for migration from legacy system department 17
legacy_data_table_0356,value_str,TEXT,YES,Column 6 of table legacy_data_table_0356 used for migration from legacy system department 17
legacy_data_table_0356,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0356 used for migration from legacy system department 17
legacy_data_table_0356,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0356 used for migration from legacy system department 17
legacy_data_table_0356,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0356 used for migration from legacy system department 17
legacy_data_table_0356,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0356 used for migration from legacy system department 17
legacy_data_table_0356,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0356 used for migration from legacy system department 17
legacy_data_table_0356,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0356 used for migration from legacy system department 17
legacy_data_table_0357,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0357 used for migration from legacy system department 18
legacy_data_table_0357,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0357 used for migration from legacy system department 18
legacy_data_table_0357,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0357 used for migration from legacy system department 18
legacy_data_table_0357,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0357 used for migration from legacy system department 18
legacy_data_table_0357,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0357 used for migration from legacy system department 18
legacy_data_table_0357,value_str,TEXT,YES,Column 6 of table legacy_data_table_0357 used for migration from legacy system department 18
legacy_data_table_0357,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0357 used for migration from legacy system department 18
legacy_data_table_0357,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0357 used for migration from legacy system department 18
legacy_data_table_0357,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0357 used for migration from legacy system department 18
legacy_data_table_0357,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0357 used for migration from legacy system department 18
legacy_data_table_0357,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0357 used for migration from legacy system department 18
legacy_data_table_0357,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0357 used for migration from legacy system department 18
legacy_data_table_0358,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0358 used for migration from legacy system department 19
legacy_data_table_0358,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0358 used for migration from legacy system department 19
legacy_data_table_0358,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0358 used for migration from legacy system department 19
legacy_data_table_0358,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0358 used for migration from legacy system department 19
legacy_data_table_0358,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0358 used for migration from legacy system department 19
legacy_data_table_0358,value_str,TEXT,YES,Column 6 of table legacy_data_table_0358 used for migration from legacy system department 19
legacy_data_table_0358,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0358 used for migration from legacy system department 19
legacy_data_table_0358,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0358 used for migration from legacy system department 19
legacy_data_table_0358,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0358 used for migration from legacy system department 19
legacy_data_table_0358,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0358 used for migration from legacy system department 19
legacy_data_table_0358,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0358 used for migration from legacy system department 19
legacy_data_table_0358,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0358 used for migration from legacy system department 19
legacy_data_table_0359,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0359 used for migration from legacy system department 20
legacy_data_table_0359,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0359 used for migration from legacy system department 20
legacy_data_table_0359,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0359 used for migration from legacy system department 20
legacy_data_table_0359,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0359 used for migration from legacy system department 20
legacy_data_table_0359,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0359 used for migration from legacy system department 20
legacy_data_table_0359,value_str,TEXT,YES,Column 6 of table legacy_data_table_0359 used for migration from legacy system department 20
legacy_data_table_0359,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0359 used for migration from legacy system department 20
legacy_data_table_0359,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0359 used for migration from legacy system department 20
legacy_data_table_0359,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0359 used for migration from legacy system department 20
legacy_data_table_0359,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0359 used for migration from legacy system department 20
legacy_data_table_0359,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0359 used for migration from legacy system department 20
legacy_data_table_0359,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0359 used for migration from legacy system department 20
legacy_data_table_0360,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0360 used for migration from legacy system department 1
legacy_data_table_0360,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0360 used for migration from legacy system department 1
legacy_data_table_0360,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0360 used for migration from legacy system department 1
legacy_data_table_0360,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0360 used for migration from legacy system department 1
legacy_data_table_0360,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0360 used for migration from legacy system department 1
legacy_data_table_0360,value_str,TEXT,YES,Column 6 of table legacy_data_table_0360 used for migration from legacy system department 1
legacy_data_table_0360,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0360 used for migration from legacy system department 1
legacy_data_table_0360,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0360 used for migration from legacy system department 1
legacy_data_table_0360,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0360 used for migration from legacy system department 1
legacy_data_table_0360,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0360 used for migration from legacy system department 1
legacy_data_table_0360,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0360 used for migration from legacy system department 1
legacy_data_table_0360,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0360 used for migration from legacy system department 1
legacy_data_table_0361,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0361 used for migration from legacy system department 2
legacy_data_table_0361,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0361 used for migration from legacy system department 2
legacy_data_table_0361,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0361 used for migration from legacy system department 2
legacy_data_table_0361,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0361 used for migration from legacy system department 2
legacy_data_table_0361,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0361 used for migration from legacy system department 2
legacy_data_table_0361,value_str,TEXT,YES,Column 6 of table legacy_data_table_0361 used for migration from legacy system department 2
legacy_data_table_0361,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0361 used for migration from legacy system department 2
legacy_data_table_0361,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0361 used for migration from legacy system department 2
legacy_data_table_0361,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0361 used for migration from legacy system department 2
legacy_data_table_0361,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0361 used for migration from legacy system department 2
legacy_data_table_0361,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0361 used for migration from legacy system department 2
legacy_data_table_0361,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0361 used for migration from legacy system department 2
legacy_data_table_0362,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0362 used for migration from legacy system department 3
legacy_data_table_0362,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0362 used for migration from legacy system department 3
legacy_data_table_0362,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0362 used for migration from legacy system department 3
legacy_data_table_0362,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0362 used for migration from legacy system department 3
legacy_data_table_0362,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0362 used for migration from legacy system department 3
legacy_data_table_0362,value_str,TEXT,YES,Column 6 of table legacy_data_table_0362 used for migration from legacy system department 3
legacy_data_table_0362,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0362 used for migration from legacy system department 3
legacy_data_table_0362,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0362 used for migration from legacy system department 3
legacy_data_table_0362,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0362 used for migration from legacy system department 3
legacy_data_table_0362,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0362 used for migration from legacy system department 3
legacy_data_table_0362,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0362 used for migration from legacy system department 3
legacy_data_table_0362,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0362 used for migration from legacy system department 3
legacy_data_table_0363,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0363 used for migration from legacy system department 4
legacy_data_table_0363,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0363 used for migration from legacy system department 4
legacy_data_table_0363,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0363 used for migration from legacy system department 4
legacy_data_table_0363,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0363 used for migration from legacy system department 4
legacy_data_table_0363,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0363 used for migration from legacy system department 4
legacy_data_table_0363,value_str,TEXT,YES,Column 6 of table legacy_data_table_0363 used for migration from legacy system department 4
legacy_data_table_0363,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0363 used for migration from legacy system department 4
legacy_data_table_0363,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0363 used for migration from legacy system department 4
legacy_data_table_0363,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0363 used for migration from legacy system department 4
legacy_data_table_0363,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0363 used for migration from legacy system department 4
legacy_data_table_0363,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0363 used for migration from legacy system department 4
legacy_data_table_0363,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0363 used for migration from legacy system department 4
legacy_data_table_0364,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0364 used for migration from legacy system department 5
legacy_data_table_0364,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0364 used for migration from legacy system department 5
legacy_data_table_0364,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0364 used for migration from legacy system department 5
legacy_data_table_0364,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0364 used for migration from legacy system department 5
legacy_data_table_0364,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0364 used for migration from legacy system department 5
legacy_data_table_0364,value_str,TEXT,YES,Column 6 of table legacy_data_table_0364 used for migration from legacy system department 5
legacy_data_table_0364,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0364 used for migration from legacy system department 5
legacy_data_table_0364,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0364 used for migration from legacy system department 5
legacy_data_table_0364,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0364 used for migration from legacy system department 5
legacy_data_table_0364,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0364 used for migration from legacy system department 5
legacy_data_table_0364,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0364 used for migration from legacy system department 5
legacy_data_table_0364,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0364 used for migration from legacy system department 5
legacy_data_table_0365,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0365 used for migration from legacy system department 6
legacy_data_table_0365,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0365 used for migration from legacy system department 6
legacy_data_table_0365,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0365 used for migration from legacy system department 6
legacy_data_table_0365,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0365 used for migration from legacy system department 6
legacy_data_table_0365,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0365 used for migration from legacy system department 6
legacy_data_table_0365,value_str,TEXT,YES,Column 6 of table legacy_data_table_0365 used for migration from legacy system department 6
legacy_data_table_0365,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0365 used for migration from legacy system department 6
legacy_data_table_0365,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0365 used for migration from legacy system department 6
legacy_data_table_0365,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0365 used for migration from legacy system department 6
legacy_data_table_0365,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0365 used for migration from legacy system department 6
legacy_data_table_0365,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0365 used for migration from legacy system department 6
legacy_data_table_0365,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0365 used for migration from legacy system department 6
legacy_data_table_0366,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0366 used for migration from legacy system department 7
legacy_data_table_0366,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0366 used for migration from legacy system department 7
legacy_data_table_0366,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0366 used for migration from legacy system department 7
legacy_data_table_0366,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0366 used for migration from legacy system department 7
legacy_data_table_0366,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0366 used for migration from legacy system department 7
legacy_data_table_0366,value_str,TEXT,YES,Column 6 of table legacy_data_table_0366 used for migration from legacy system department 7
legacy_data_table_0366,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0366 used for migration from legacy system department 7
legacy_data_table_0366,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0366 used for migration from legacy system department 7
legacy_data_table_0366,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0366 used for migration from legacy system department 7
legacy_data_table_0366,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0366 used for migration from legacy system department 7
legacy_data_table_0366,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0366 used for migration from legacy system department 7
legacy_data_table_0366,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0366 used for migration from legacy system department 7
legacy_data_table_0367,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0367 used for migration from legacy system department 8
legacy_data_table_0367,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0367 used for migration from legacy system department 8
legacy_data_table_0367,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0367 used for migration from legacy system department 8
legacy_data_table_0367,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0367 used for migration from legacy system department 8
legacy_data_table_0367,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0367 used for migration from legacy system department 8
legacy_data_table_0367,value_str,TEXT,YES,Column 6 of table legacy_data_table_0367 used for migration from legacy system department 8
legacy_data_table_0367,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0367 used for migration from legacy system department 8
legacy_data_table_0367,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0367 used for migration from legacy system department 8
legacy_data_table_0367,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0367 used for migration from legacy system department 8
legacy_data_table_0367,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0367 used for migration from legacy system department 8
legacy_data_table_0367,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0367 used for migration from legacy system department 8
legacy_data_table_0367,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0367 used for migration from legacy system department 8
legacy_data_table_0368,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0368 used for migration from legacy system department 9
legacy_data_table_0368,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0368 used for migration from legacy system department 9
legacy_data_table_0368,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0368 used for migration from legacy system department 9
legacy_data_table_0368,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0368 used for migration from legacy system department 9
legacy_data_table_0368,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0368 used for migration from legacy system department 9
legacy_data_table_0368,value_str,TEXT,YES,Column 6 of table legacy_data_table_0368 used for migration from legacy system department 9
legacy_data_table_0368,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0368 used for migration from legacy system department 9
legacy_data_table_0368,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0368 used for migration from legacy system department 9
legacy_data_table_0368,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0368 used for migration from legacy system department 9
legacy_data_table_0368,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0368 used for migration from legacy system department 9
legacy_data_table_0368,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0368 used for migration from legacy system department 9
legacy_data_table_0368,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0368 used for migration from legacy system department 9
legacy_data_table_0369,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0369 used for migration from legacy system department 10
legacy_data_table_0369,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0369 used for migration from legacy system department 10
legacy_data_table_0369,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0369 used for migration from legacy system department 10
legacy_data_table_0369,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0369 used for migration from legacy system department 10
legacy_data_table_0369,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0369 used for migration from legacy system department 10
legacy_data_table_0369,value_str,TEXT,YES,Column 6 of table legacy_data_table_0369 used for migration from legacy system department 10
legacy_data_table_0369,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0369 used for migration from legacy system department 10
legacy_data_table_0369,date_val,TIMESTAMP,YES,Column 8 of table legacy_data_table_0369 used for migration from legacy system department 10
legacy_data_table_0369,flag,BOOLEAN,YES,Column 9 of table legacy_data_table_0369 used for migration from legacy system department 10
legacy_data_table_0369,owner,VARCHAR(80),YES,Column 10 of table legacy_data_table_0369 used for migration from legacy system department 10
legacy_data_table_0369,created_at,TIMESTAMP,YES,Column 11 of table legacy_data_table_0369 used for migration from legacy system department 10
legacy_data_table_0369,updated_at,TIMESTAMP,YES,Column 12 of table legacy_data_table_0369 used for migration from legacy system department 10
legacy_data_table_0370,rec_id,VARCHAR(50),NO,Column 1 of table legacy_data_table_0370 used for migration from legacy system department 11
legacy_data_table_0370,label,VARCHAR(255),NO,Column 2 of table legacy_data_table_0370 used for migration from legacy system department 11
legacy_data_table_0370,code,VARCHAR(100),NO,Column 3 of table legacy_data_table_0370 used for migration from legacy system department 11
legacy_data_table_0370,status,VARCHAR(30),YES,Column 4 of table legacy_data_table_0370 used for migration from legacy system department 11
legacy_data_table_0370,value_num,DECIMAL(18,4),YES,Column 5 of table legacy_data_table_0370 used for migration from legacy system department 11
legacy_data_table_0370,value_str,TEXT,YES,Column 6 of table legacy_data_table_0370 used for migration from legacy system department 11
legacy_data_table_0370,ref_key,VARCHAR(80),YES,Column 7 of table legacy_data_table_0370 used for migration from legacy system department 11
