table,column,data_type,nullable,description
target_domain_entity_0115,created_at,TIMESTAMPTZ,YES,Target column for domain entity 115 field 11 in modern schema
target_domain_entity_0115,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 115 field 12 in modern schema
target_domain_entity_0116,id,UUID,NO,Target column for domain entity 116 field 1 in modern schema
target_domain_entity_0116,name,VARCHAR(255),NO,Target column for domain entity 116 field 2 in modern schema
target_domain_entity_0116,external_ref,VARCHAR(100),NO,Target column for domain entity 116 field 3 in modern schema
target_domain_entity_0116,state,VARCHAR(30),NO,Target column for domain entity 116 field 4 in modern schema
target_domain_entity_0116,amount,BIGINT,YES,Target column for domain entity 116 field 5 in modern schema
target_domain_entity_0116,count,INTEGER,YES,Target column for domain entity 116 field 6 in modern schema
target_domain_entity_0116,parent_ref,UUID,YES,Target column for domain entity 116 field 7 in modern schema
target_domain_entity_0116,start_time,TIMESTAMPTZ,YES,Target column for domain entity 116 field 8 in modern schema
target_domain_entity_0116,end_time,TIMESTAMPTZ,YES,Target column for domain entity 116 field 9 in modern schema
target_domain_entity_0116,metadata,JSONB,YES,Target column for domain entity 116 field 10 in modern schema
target_domain_entity_0116,created_at,TIMESTAMPTZ,YES,Target column for domain entity 116 field 11 in modern schema
target_domain_entity_0116,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 116 field 12 in modern schema
target_domain_entity_0117,id,UUID,NO,Target column for domain entity 117 field 1 in modern schema
target_domain_entity_0117,name,VARCHAR(255),NO,Target column for domain entity 117 field 2 in modern schema
target_domain_entity_0117,external_ref,VARCHAR(100),NO,Target column for domain entity 117 field 3 in modern schema
target_domain_entity_0117,state,VARCHAR(30),NO,Target column for domain entity 117 field 4 in modern schema
target_domain_entity_0117,amount,BIGINT,YES,Target column for domain entity 117 field 5 in modern schema
target_domain_entity_0117,count,INTEGER,YES,Target column for domain entity 117 field 6 in modern schema
target_domain_entity_0117,parent_ref,UUID,YES,Target column for domain entity 117 field 7 in modern schema
target_domain_entity_0117,start_time,TIMESTAMPTZ,YES,Target column for domain entity 117 field 8 in modern schema
target_domain_entity_0117,end_time,TIMESTAMPTZ,YES,Target column for domain entity 117 field 9 in modern schema
target_domain_entity_0117,metadata,JSONB,YES,Target column for domain entity 117 field 10 in modern schema
target_domain_entity_0117,created_at,TIMESTAMPTZ,YES,Target column for domain entity 117 field 11 in modern schema
target_domain_entity_0117,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 117 field 12 in modern schema
target_domain_entity_0118,id,UUID,NO,Target column for domain entity 118 field 1 in modern schema
target_domain_entity_0118,name,VARCHAR(255),NO,Target column for domain entity 118 field 2 in modern schema
target_domain_entity_0118,external_ref,VARCHAR(100),NO,Target column for domain entity 118 field 3 in modern schema
target_domain_entity_0118,state,VARCHAR(30),NO,Target column for domain entity 118 field 4 in modern schema
target_domain_entity_0118,amount,BIGINT,YES,Target column for domain entity 118 field 5 in modern schema
target_domain_entity_0118,count,INTEGER,YES,Target column for domain entity 118 field 6 in modern schema
target_domain_entity_0118,parent_ref,UUID,YES,Target column for domain entity 118 field 7 in modern schema
target_domain_entity_0118,start_time,TIMESTAMPTZ,YES,Target column for domain entity 118 field 8 in modern schema
target_domain_entity_0118,end_time,TIMESTAMPTZ,YES,Target column for domain entity 118 field 9 in modern schema
target_domain_entity_0118,metadata,JSONB,YES,Target column for domain entity 118 field 10 in modern schema
target_domain_entity_0118,created_at,TIMESTAMPTZ,YES,Target column for domain entity 118 field 11 in modern schema
target_domain_entity_0118,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 118 field 12 in modern schema
target_domain_entity_0119,id,UUID,NO,Target column for domain entity 119 field 1 in modern schema
target_domain_entity_0119,name,VARCHAR(255),NO,Target column for domain entity 119 field 2 in modern schema
target_domain_entity_0119,external_ref,VARCHAR(100),NO,Target column for domain entity 119 field 3 in modern schema
target_domain_entity_0119,state,VARCHAR(30),NO,Target column for domain entity 119 field 4 in modern schema
target_domain_entity_0119,amount,BIGINT,YES,Target column for domain entity 119 field 5 in modern schema
target_domain_entity_0119,count,INTEGER,YES,Target column for domain entity 119 field 6 in modern schema
target_domain_entity_0119,parent_ref,UUID,YES,Target column for domain entity 119 field 7 in modern schema
target_domain_entity_0119,start_time,TIMESTAMPTZ,YES,Target column for domain entity 119 field 8 in modern schema
target_domain_entity_0119,end_time,TIMESTAMPTZ,YES,Target column for domain entity 119 field 9 in modern schema
target_domain_entity_0119,metadata,JSONB,YES,Target column for domain entity 119 field 10 in modern schema
target_domain_entity_0119,created_at,TIMESTAMPTZ,YES,Target column for domain entity 119 field 11 in modern schema
target_domain_entity_0119,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 119 field 12 in modern schema
target_domain_entity_0120,id,UUID,NO,Target column for domain entity 120 field 1 in modern schema
target_domain_entity_0120,name,VARCHAR(255),NO,Target column for domain entity 120 field 2 in modern schema
target_domain_entity_0120,external_ref,VARCHAR(100),NO,Target column for domain entity 120 field 3 in modern schema
target_domain_entity_0120,state,VARCHAR(30),NO,Target column for domain entity 120 field 4 in modern schema
target_domain_entity_0120,amount,BIGINT,YES,Target column for domain entity 120 field 5 in modern schema
target_domain_entity_0120,count,INTEGER,YES,Target column for domain entity 120 field 6 in modern schema
target_domain_entity_0120,parent_ref,UUID,YES,Target column for domain entity 120 field 7 in modern schema
target_domain_entity_0120,start_time,TIMESTAMPTZ,YES,Target column for domain entity 120 field 8 in modern schema
target_domain_entity_0120,end_time,TIMESTAMPTZ,YES,Target column for domain entity 120 field 9 in modern schema
target_domain_entity_0120,metadata,JSONB,YES,Target column for domain entity 120 field 10 in modern schema
target_domain_entity_0120,created_at,TIMESTAMPTZ,YES,Target column for domain entity 120 field 11 in modern schema
target_domain_entity_0120,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 120 field 12 in modern schema
target_domain_entity_0121,id,UUID,NO,Target column for domain entity 121 field 1 in modern schema
target_domain_entity_0121,name,VARCHAR(255),NO,Target column for domain entity 121 field 2 in modern schema
target_domain_entity_0121,external_ref,VARCHAR(100),NO,Target column for domain entity 121 field 3 in modern schema
target_domain_entity_0121,state,VARCHAR(30),NO,Target column for domain entity 121 field 4 in modern schema
target_domain_entity_0121,amount,BIGINT,YES,Target column for domain entity 121 field 5 in modern schema
target_domain_entity_0121,count,INTEGER,YES,Target column for domain entity 121 field 6 in modern schema
target_domain_entity_0121,parent_ref,UUID,YES,Target column for domain entity 121 field 7 in modern schema
target_domain_entity_0121,start_time,TIMESTAMPTZ,YES,Target column for domain entity 121 field 8 in modern schema
target_domain_entity_0121,end_time,TIMESTAMPTZ,YES,Target column for domain entity 121 field 9 in modern schema
target_domain_entity_0121,metadata,JSONB,YES,Target column for domain entity 121 field 10 in modern schema
target_domain_entity_0121,created_at,TIMESTAMPTZ,YES,Target column for domain entity 121 field 11 in modern schema
target_domain_entity_0121,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 121 field 12 in modern schema
target_domain_entity_0122,id,UUID,NO,Target column for domain entity 122 field 1 in modern schema
target_domain_entity_0122,name,VARCHAR(255),NO,Target column for domain entity 122 field 2 in modern schema
target_domain_entity_0122,external_ref,VARCHAR(100),NO,Target column for domain entity 122 field 3 in modern schema
target_domain_entity_0122,state,VARCHAR(30),NO,Target column for domain entity 122 field 4 in modern schema
target_domain_entity_0122,amount,BIGINT,YES,Target column for domain entity 122 field 5 in modern schema
target_domain_entity_0122,count,INTEGER,YES,Target column for domain entity 122 field 6 in modern schema
target_domain_entity_0122,parent_ref,UUID,YES,Target column for domain entity 122 field 7 in modern schema
target_domain_entity_0122,start_time,TIMESTAMPTZ,YES,Target column for domain entity 122 field 8 in modern schema
target_domain_entity_0122,end_time,TIMESTAMPTZ,YES,Target column for domain entity 122 field 9 in modern schema
target_domain_entity_0122,metadata,JSONB,YES,Target column for domain entity 122 field 10 in modern schema
target_domain_entity_0122,created_at,TIMESTAMPTZ,YES,Target column for domain entity 122 field 11 in modern schema
target_domain_entity_0122,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 122 field 12 in modern schema
target_domain_entity_0123,id,UUID,NO,Target column for domain entity 123 field 1 in modern schema
target_domain_entity_0123,name,VARCHAR(255),NO,Target column for domain entity 123 field 2 in modern schema
target_domain_entity_0123,external_ref,VARCHAR(100),NO,Target column for domain entity 123 field 3 in modern schema
target_domain_entity_0123,state,VARCHAR(30),NO,Target column for domain entity 123 field 4 in modern schema
target_domain_entity_0123,amount,BIGINT,YES,Target column for domain entity 123 field 5 in modern schema
target_domain_entity_0123,count,INTEGER,YES,Target column for domain entity 123 field 6 in modern schema
target_domain_entity_0123,parent_ref,UUID,YES,Target column for domain entity 123 field 7 in modern schema
target_domain_entity_0123,start_time,TIMESTAMPTZ,YES,Target column for domain entity 123 field 8 in modern schema
target_domain_entity_0123,end_time,TIMESTAMPTZ,YES,Target column for domain entity 123 field 9 in modern schema
target_domain_entity_0123,metadata,JSONB,YES,Target column for domain entity 123 field 10 in modern schema
target_domain_entity_0123,created_at,TIMESTAMPTZ,YES,Target column for domain entity 123 field 11 in modern schema
target_domain_entity_0123,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 123 field 12 in modern schema
target_domain_entity_0124,id,UUID,NO,Target column for domain entity 124 field 1 in modern schema
target_domain_entity_0124,name,VARCHAR(255),NO,Target column for domain entity 124 field 2 in modern schema
target_domain_entity_0124,external_ref,VARCHAR(100),NO,Target column for domain entity 124 field 3 in modern schema
target_domain_entity_0124,state,VARCHAR(30),NO,Target column for domain entity 124 field 4 in modern schema
target_domain_entity_0124,amount,BIGINT,YES,Target column for domain entity 124 field 5 in modern schema
target_domain_entity_0124,count,INTEGER,YES,Target column for domain entity 124 field 6 in modern schema
target_domain_entity_0124,parent_ref,UUID,YES,Target column for domain entity 124 field 7 in modern schema
target_domain_entity_0124,start_time,TIMESTAMPTZ,YES,Target column for domain entity 124 field 8 in modern schema
target_domain_entity_0124,end_time,TIMESTAMPTZ,YES,Target column for domain entity 124 field 9 in modern schema
target_domain_entity_0124,metadata,JSONB,YES,Target column for domain entity 124 field 10 in modern schema
target_domain_entity_0124,created_at,TIMESTAMPTZ,YES,Target column for domain entity 124 field 11 in modern schema
target_domain_entity_0124,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 124 field 12 in modern schema
target_domain_entity_0125,id,UUID,NO,Target column for domain entity 125 field 1 in modern schema
target_domain_entity_0125,name,VARCHAR(255),NO,Target column for domain entity 125 field 2 in modern schema
target_domain_entity_0125,external_ref,VARCHAR(100),NO,Target column for domain entity 125 field 3 in modern schema
target_domain_entity_0125,state,VARCHAR(30),NO,Target column for domain entity 125 field 4 in modern schema
target_domain_entity_0125,amount,BIGINT,YES,Target column for domain entity 125 field 5 in modern schema
target_domain_entity_0125,count,INTEGER,YES,Target column for domain entity 125 field 6 in modern schema
target_domain_entity_0125,parent_ref,UUID,YES,Target column for domain entity 125 field 7 in modern schema
target_domain_entity_0125,start_time,TIMESTAMPTZ,YES,Target column for domain entity 125 field 8 in modern schema
target_domain_entity_0125,end_time,TIMESTAMPTZ,YES,Target column for domain entity 125 field 9 in modern schema
target_domain_entity_0125,metadata,JSONB,YES,Target column for domain entity 125 field 10 in modern schema
target_domain_entity_0125,created_at,TIMESTAMPTZ,YES,Target column for domain entity 125 field 11 in modern schema
target_domain_entity_0125,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 125 field 12 in modern schema
target_domain_entity_0126,id,UUID,NO,Target column for domain entity 126 field 1 in modern schema
target_domain_entity_0126,name,VARCHAR(255),NO,Target column for domain entity 126 field 2 in modern schema
target_domain_entity_0126,external_ref,VARCHAR(100),NO,Target column for domain entity 126 field 3 in modern schema
target_domain_entity_0126,state,VARCHAR(30),NO,Target column for domain entity 126 field 4 in modern schema
target_domain_entity_0126,amount,BIGINT,YES,Target column for domain entity 126 field 5 in modern schema
target_domain_entity_0126,count,INTEGER,YES,Target column for domain entity 126 field 6 in modern schema
target_domain_entity_0126,parent_ref,UUID,YES,Target column for domain entity 126 field 7 in modern schema
target_domain_entity_0126,start_time,TIMESTAMPTZ,YES,Target column for domain entity 126 field 8 in modern schema
target_domain_entity_0126,end_time,TIMESTAMPTZ,YES,Target column for domain entity 126 field 9 in modern schema
target_domain_entity_0126,metadata,JSONB,YES,Target column for domain entity 126 field 10 in modern schema
target_domain_entity_0126,created_at,TIMESTAMPTZ,YES,Target column for domain entity 126 field 11 in modern schema
target_domain_entity_0126,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 126 field 12 in modern schema
target_domain_entity_0127,id,UUID,NO,Target column for domain entity 127 field 1 in modern schema
target_domain_entity_0127,name,VARCHAR(255),NO,Target column for domain entity 127 field 2 in modern schema
target_domain_entity_0127,external_ref,VARCHAR(100),NO,Target column for domain entity 127 field 3 in modern schema
target_domain_entity_0127,state,VARCHAR(30),NO,Target column for domain entity 127 field 4 in modern schema
target_domain_entity_0127,amount,BIGINT,YES,Target column for domain entity 127 field 5 in modern schema
target_domain_entity_0127,count,INTEGER,YES,Target column for domain entity 127 field 6 in modern schema
target_domain_entity_0127,parent_ref,UUID,YES,Target column for domain entity 127 field 7 in modern schema
target_domain_entity_0127,start_time,TIMESTAMPTZ,YES,Target column for domain entity 127 field 8 in modern schema
target_domain_entity_0127,end_time,TIMESTAMPTZ,YES,Target column for domain entity 127 field 9 in modern schema
target_domain_entity_0127,metadata,JSONB,YES,Target column for domain entity 127 field 10 in modern schema
target_domain_entity_0127,created_at,TIMESTAMPTZ,YES,Target column for domain entity 127 field 11 in modern schema
target_domain_entity_0127,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 127 field 12 in modern schema
target_domain_entity_0128,id,UUID,NO,Target column for domain entity 128 field 1 in modern schema
target_domain_entity_0128,name,VARCHAR(255),NO,Target column for domain entity 128 field 2 in modern schema
target_domain_entity_0128,external_ref,VARCHAR(100),NO,Target column for domain entity 128 field 3 in modern schema
target_domain_entity_0128,state,VARCHAR(30),NO,Target column for domain entity 128 field 4 in modern schema
target_domain_entity_0128,amount,BIGINT,YES,Target column for domain entity 128 field 5 in modern schema
target_domain_entity_0128,count,INTEGER,YES,Target column for domain entity 128 field 6 in modern schema
target_domain_entity_0128,parent_ref,UUID,YES,Target column for domain entity 128 field 7 in modern schema
target_domain_entity_0128,start_time,TIMESTAMPTZ,YES,Target column for domain entity 128 field 8 in modern schema
target_domain_entity_0128,end_time,TIMESTAMPTZ,YES,Target column for domain entity 128 field 9 in modern schema
target_domain_entity_0128,metadata,JSONB,YES,Target column for domain entity 128 field 10 in modern schema
target_domain_entity_0128,created_at,TIMESTAMPTZ,YES,Target column for domain entity 128 field 11 in modern schema
target_domain_entity_0128,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 128 field 12 in modern schema
target_domain_entity_0129,id,UUID,NO,Target column for domain entity 129 field 1 in modern schema
target_domain_entity_0129,name,VARCHAR(255),NO,Target column for domain entity 129 field 2 in modern schema
target_domain_entity_0129,external_ref,VARCHAR(100),NO,Target column for domain entity 129 field 3 in modern schema
target_domain_entity_0129,state,VARCHAR(30),NO,Target column for domain entity 129 field 4 in modern schema
target_domain_entity_0129,amount,BIGINT,YES,Target column for domain entity 129 field 5 in modern schema
target_domain_entity_0129,count,INTEGER,YES,Target column for domain entity 129 field 6 in modern schema
target_domain_entity_0129,parent_ref,UUID,YES,Target column for domain entity 129 field 7 in modern schema
target_domain_entity_0129,start_time,TIMESTAMPTZ,YES,Target column for domain entity 129 field 8 in modern schema
target_domain_entity_0129,end_time,TIMESTAMPTZ,YES,Target column for domain entity 129 field 9 in modern schema
target_domain_entity_0129,metadata,JSONB,YES,Target column for domain entity 129 field 10 in modern schema
target_domain_entity_0129,created_at,TIMESTAMPTZ,YES,Target column for domain entity 129 field 11 in modern schema
target_domain_entity_0129,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 129 field 12 in modern schema
target_domain_entity_0130,id,UUID,NO,Target column for domain entity 130 field 1 in modern schema
target_domain_entity_0130,name,VARCHAR(255),NO,Target column for domain entity 130 field 2 in modern schema
target_domain_entity_0130,external_ref,VARCHAR(100),NO,Target column for domain entity 130 field 3 in modern schema
target_domain_entity_0130,state,VARCHAR(30),NO,Target column for domain entity 130 field 4 in modern schema
target_domain_entity_0130,amount,BIGINT,YES,Target column for domain entity 130 field 5 in modern schema
target_domain_entity_0130,count,INTEGER,YES,Target column for domain entity 130 field 6 in modern schema
target_domain_entity_0130,parent_ref,UUID,YES,Target column for domain entity 130 field 7 in modern schema
target_domain_entity_0130,start_time,TIMESTAMPTZ,YES,Target column for domain entity 130 field 8 in modern schema
target_domain_entity_0130,end_time,TIMESTAMPTZ,YES,Target column for domain entity 130 field 9 in modern schema
target_domain_entity_0130,metadata,JSONB,YES,Target column for domain entity 130 field 10 in modern schema
target_domain_entity_0130,created_at,TIMESTAMPTZ,YES,Target column for domain entity 130 field 11 in modern schema
target_domain_entity_0130,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 130 field 12 in modern schema
target_domain_entity_0131,id,UUID,NO,Target column for domain entity 131 field 1 in modern schema
target_domain_entity_0131,name,VARCHAR(255),NO,Target column for domain entity 131 field 2 in modern schema
target_domain_entity_0131,external_ref,VARCHAR(100),NO,Target column for domain entity 131 field 3 in modern schema
target_domain_entity_0131,state,VARCHAR(30),NO,Target column for domain entity 131 field 4 in modern schema
target_domain_entity_0131,amount,BIGINT,YES,Target column for domain entity 131 field 5 in modern schema
target_domain_entity_0131,count,INTEGER,YES,Target column for domain entity 131 field 6 in modern schema
target_domain_entity_0131,parent_ref,UUID,YES,Target column for domain entity 131 field 7 in modern schema
target_domain_entity_0131,start_time,TIMESTAMPTZ,YES,Target column for domain entity 131 field 8 in modern schema
target_domain_entity_0131,end_time,TIMESTAMPTZ,YES,Target column for domain entity 131 field 9 in modern schema
target_domain_entity_0131,metadata,JSONB,YES,Target column for domain entity 131 field 10 in modern schema
target_domain_entity_0131,created_at,TIMESTAMPTZ,YES,Target column for domain entity 131 field 11 in modern schema
target_domain_entity_0131,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 131 field 12 in modern schema
target_domain_entity_0132,id,UUID,NO,Target column for domain entity 132 field 1 in modern schema
target_domain_entity_0132,name,VARCHAR(255),NO,Target column for domain entity 132 field 2 in modern schema
target_domain_entity_0132,external_ref,VARCHAR(100),NO,Target column for domain entity 132 field 3 in modern schema
target_domain_entity_0132,state,VARCHAR(30),NO,Target column for domain entity 132 field 4 in modern schema
target_domain_entity_0132,amount,BIGINT,YES,Target column for domain entity 132 field 5 in modern schema
target_domain_entity_0132,count,INTEGER,YES,Target column for domain entity 132 field 6 in modern schema
target_domain_entity_0132,parent_ref,UUID,YES,Target column for domain entity 132 field 7 in modern schema
target_domain_entity_0132,start_time,TIMESTAMPTZ,YES,Target column for domain entity 132 field 8 in modern schema
target_domain_entity_0132,end_time,TIMESTAMPTZ,YES,Target column for domain entity 132 field 9 in modern schema
target_domain_entity_0132,metadata,JSONB,YES,Target column for domain entity 132 field 10 in modern schema
target_domain_entity_0132,created_at,TIMESTAMPTZ,YES,Target column for domain entity 132 field 11 in modern schema
target_domain_entity_0132,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 132 field 12 in modern schema
target_domain_entity_0133,id,UUID,NO,Target column for domain entity 133 field 1 in modern schema
target_domain_entity_0133,name,VARCHAR(255),NO,Target column for domain entity 133 field 2 in modern schema
target_domain_entity_0133,external_ref,VARCHAR(100),NO,Target column for domain entity 133 field 3 in modern schema
target_domain_entity_0133,state,VARCHAR(30),NO,Target column for domain entity 133 field 4 in modern schema
target_domain_entity_0133,amount,BIGINT,YES,Target column for domain entity 133 field 5 in modern schema
target_domain_entity_0133,count,INTEGER,YES,Target column for domain entity 133 field 6 in modern schema
target_domain_entity_0133,parent_ref,UUID,YES,Target column for domain entity 133 field 7 in modern schema
target_domain_entity_0133,start_time,TIMESTAMPTZ,YES,Target column for domain entity 133 field 8 in modern schema
target_domain_entity_0133,end_time,TIMESTAMPTZ,YES,Target column for domain entity 133 field 9 in modern schema
target_domain_entity_0133,metadata,JSONB,YES,Target column for domain entity 133 field 10 in modern schema
target_domain_entity_0133,created_at,TIMESTAMPTZ,YES,Target column for domain entity 133 field 11 in modern schema
target_domain_entity_0133,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 133 field 12 in modern schema
target_domain_entity_0134,id,UUID,NO,Target column for domain entity 134 field 1 in modern schema
target_domain_entity_0134,name,VARCHAR(255),NO,Target column for domain entity 134 field 2 in modern schema
target_domain_entity_0134,external_ref,VARCHAR(100),NO,Target column for domain entity 134 field 3 in modern schema
target_domain_entity_0134,state,VARCHAR(30),NO,Target column for domain entity 134 field 4 in modern schema
target_domain_entity_0134,amount,BIGINT,YES,Target column for domain entity 134 field 5 in modern schema
target_domain_entity_0134,count,INTEGER,YES,Target column for domain entity 134 field 6 in modern schema
target_domain_entity_0134,parent_ref,UUID,YES,Target column for domain entity 134 field 7 in modern schema
target_domain_entity_0134,start_time,TIMESTAMPTZ,YES,Target column for domain entity 134 field 8 in modern schema
target_domain_entity_0134,end_time,TIMESTAMPTZ,YES,Target column for domain entity 134 field 9 in modern schema
target_domain_entity_0134,metadata,JSONB,YES,Target column for domain entity 134 field 10 in modern schema
target_domain_entity_0134,created_at,TIMESTAMPTZ,YES,Target column for domain entity 134 field 11 in modern schema
target_domain_entity_0134,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 134 field 12 in modern schema
target_domain_entity_0135,id,UUID,NO,Target column for domain entity 135 field 1 in modern schema
target_domain_entity_0135,name,VARCHAR(255),NO,Target column for domain entity 135 field 2 in modern schema
target_domain_entity_0135,external_ref,VARCHAR(100),NO,Target column for domain entity 135 field 3 in modern schema
target_domain_entity_0135,state,VARCHAR(30),NO,Target column for domain entity 135 field 4 in modern schema
target_domain_entity_0135,amount,BIGINT,YES,Target column for domain entity 135 field 5 in modern schema
target_domain_entity_0135,count,INTEGER,YES,Target column for domain entity 135 field 6 in modern schema
target_domain_entity_0135,parent_ref,UUID,YES,Target column for domain entity 135 field 7 in modern schema
target_domain_entity_0135,start_time,TIMESTAMPTZ,YES,Target column for domain entity 135 field 8 in modern schema
target_domain_entity_0135,end_time,TIMESTAMPTZ,YES,Target column for domain entity 135 field 9 in modern schema
target_domain_entity_0135,metadata,JSONB,YES,Target column for domain entity 135 field 10 in modern schema
target_domain_entity_0135,created_at,TIMESTAMPTZ,YES,Target column for domain entity 135 field 11 in modern schema
target_domain_entity_0135,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 135 field 12 in modern schema
target_domain_entity_0136,id,UUID,NO,Target column for domain entity 136 field 1 in modern schema
target_domain_entity_0136,name,VARCHAR(255),NO,Target column for domain entity 136 field 2 in modern schema
target_domain_entity_0136,external_ref,VARCHAR(100),NO,Target column for domain entity 136 field 3 in modern schema
target_domain_entity_0136,state,VARCHAR(30),NO,Target column for domain entity 136 field 4 in modern schema
target_domain_entity_0136,amount,BIGINT,YES,Target column for domain entity 136 field 5 in modern schema
target_domain_entity_0136,count,INTEGER,YES,Target column for domain entity 136 field 6 in modern schema
target_domain_entity_0136,parent_ref,UUID,YES,Target column for domain entity 136 field 7 in modern schema
target_domain_entity_0136,start_time,TIMESTAMPTZ,YES,Target column for domain entity 136 field 8 in modern schema
target_domain_entity_0136,end_time,TIMESTAMPTZ,YES,Target column for domain entity 136 field 9 in modern schema
target_domain_entity_0136,metadata,JSONB,YES,Target column for domain entity 136 field 10 in modern schema
target_domain_entity_0136,created_at,TIMESTAMPTZ,YES,Target column for domain entity 136 field 11 in modern schema
target_domain_entity_0136,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 136 field 12 in modern schema
target_domain_entity_0137,id,UUID,NO,Target column for domain entity 137 field 1 in modern schema
target_domain_entity_0137,name,VARCHAR(255),NO,Target column for domain entity 137 field 2 in modern schema
target_domain_entity_0137,external_ref,VARCHAR(100),NO,Target column for domain entity 137 field 3 in modern schema
target_domain_entity_0137,state,VARCHAR(30),NO,Target column for domain entity 137 field 4 in modern schema
target_domain_entity_0137,amount,BIGINT,YES,Target column for domain entity 137 field 5 in modern schema
target_domain_entity_0137,count,INTEGER,YES,Target column for domain entity 137 field 6 in modern schema
target_domain_entity_0137,parent_ref,UUID,YES,Target column for domain entity 137 field 7 in modern schema
target_domain_entity_0137,start_time,TIMESTAMPTZ,YES,Target column for domain entity 137 field 8 in modern schema
target_domain_entity_0137,end_time,TIMESTAMPTZ,YES,Target column for domain entity 137 field 9 in modern schema
target_domain_entity_0137,metadata,JSONB,YES,Target column for domain entity 137 field 10 in modern schema
target_domain_entity_0137,created_at,TIMESTAMPTZ,YES,Target column for domain entity 137 field 11 in modern schema
target_domain_entity_0137,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 137 field 12 in modern schema
target_domain_entity_0138,id,UUID,NO,Target column for domain entity 138 field 1 in modern schema
target_domain_entity_0138,name,VARCHAR(255),NO,Target column for domain entity 138 field 2 in modern schema
target_domain_entity_0138,external_ref,VARCHAR(100),NO,Target column for domain entity 138 field 3 in modern schema
target_domain_entity_0138,state,VARCHAR(30),NO,Target column for domain entity 138 field 4 in modern schema
target_domain_entity_0138,amount,BIGINT,YES,Target column for domain entity 138 field 5 in modern schema
target_domain_entity_0138,count,INTEGER,YES,Target column for domain entity 138 field 6 in modern schema
target_domain_entity_0138,parent_ref,UUID,YES,Target column for domain entity 138 field 7 in modern schema
target_domain_entity_0138,start_time,TIMESTAMPTZ,YES,Target column for domain entity 138 field 8 in modern schema
target_domain_entity_0138,end_time,TIMESTAMPTZ,YES,Target column for domain entity 138 field 9 in modern schema
target_domain_entity_0138,metadata,JSONB,YES,Target column for domain entity 138 field 10 in modern schema
target_domain_entity_0138,created_at,TIMESTAMPTZ,YES,Target column for domain entity 138 field 11 in modern schema
target_domain_entity_0138,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 138 field 12 in modern schema
target_domain_entity_0139,id,UUID,NO,Target column for domain entity 139 field 1 in modern schema
target_domain_entity_0139,name,VARCHAR(255),NO,Target column for domain entity 139 field 2 in modern schema
target_domain_entity_0139,external_ref,VARCHAR(100),NO,Target column for domain entity 139 field 3 in modern schema
target_domain_entity_0139,state,VARCHAR(30),NO,Target column for domain entity 139 field 4 in modern schema
target_domain_entity_0139,amount,BIGINT,YES,Target column for domain entity 139 field 5 in modern schema
target_domain_entity_0139,count,INTEGER,YES,Target column for domain entity 139 field 6 in modern schema
target_domain_entity_0139,parent_ref,UUID,YES,Target column for domain entity 139 field 7 in modern schema
target_domain_entity_0139,start_time,TIMESTAMPTZ,YES,Target column for domain entity 139 field 8 in modern schema
target_domain_entity_0139,end_time,TIMESTAMPTZ,YES,Target column for domain entity 139 field 9 in modern schema
target_domain_entity_0139,metadata,JSONB,YES,Target column for domain entity 139 field 10 in modern schema
target_domain_entity_0139,created_at,TIMESTAMPTZ,YES,Target column for domain entity 139 field 11 in modern schema
target_domain_entity_0139,updated_at,TIMESTAMPTZ,YES,Target column for domain entity 139 field 12 in modern schema
target_domain_entity_0140,id,UUID,NO,Target column for domain entity 140 field 1 in modern schema
target_domain_entity_0140,name,VARCHAR(255),NO,Target column for domain entity 140 field 2 in modern schema
target_domain_entity_0140,external_ref,VARCHAR(100),NO,Target column for domain entity 140 field 3 in modern schema
target_domain_entity_0140,state,VARCHAR(30),NO,Target column for domain entity 140 field 4 in modern schema
target_domain_entity_0140,amount,BIGINT,YES,Target column for domain entity 140 field 5 in modern schema
target_domain_entity_0140,count,INTEGER,YES,Target column for domain entity 140 field 6 in modern schema
target_domain_entity_0140,parent_ref,UUID,YES,Target column for domain entity 140 field 7 in modern schema
target_domain_entity_0140,start_time,TIMESTAMPTZ,YES,Target column for domain entity 140 field 8 in modern schema
